insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.015,0.007,4.144,
0.014,0.006,4.144,
0.014,0.007,4.144,
0.013,0.007,4.144,
0.014,0.006,4.144,
0.016,0.008,4.144,
0.013,0.005,4.144,
0.012,0.004,4.144,
0.014,0.003,4.144,
0.016,0.004,4.144,
0.014,0.008,4.144,
0.015,0.003,4.144,
0.016,0.005,4.144,
0.014,0.005,4.144,
0.013,0.007,4.144,
0.014,0.008,4.144,
0.016,0.007,4.144,
0.012,0.006,4.144,
0.016,0.007,4.144,
0.012,0.009,4.144,
0.015,0.007,4.144,
0.022,0.006,4.144,
0.016,0.007,4.144,
0.017,0.007,4.144,
0.015,0.005,4.144,
0.013,0.007,4.144,
0.016,0.006,4.144,
0.012,0.007,4.144,
0.013,0.007,4.144,
0.016,0.004,4.144,
0.011,0.007,4.144,
0.014,0.007,4.144,
0.014,0.007,4.144,
0.012,0.006,4.144,
0.016,0.008,4.144,
0.016,0.004,4.144,
0.014,0.008,4.144,
0.017,0.007,4.144,
0.013,0.008,4.144,
0.013,0.006,4.144,
0.012,0.005,4.144,
0.016,0.007,4.144,
0.016,0.008,4.144,
0.016,0.006,4.144,
0.015,0.007,4.144,
0.017,0.007,4.144,
0.015,0.007,4.144,
0.018,0.008,4.144,
0.017,0.004,4.144,
0.014,0.008,4.144,
0.013,0.004,4.144,
0.015,0.003,4.144,
0.013,0.005,4.144,
0.015,0.007,4.144,
0.015,0.005,4.144,
0.015,0.009,4.144,
0.018,0.008,4.144,
0.015,0.008,4.144,
0.013,0.006,4.144,
0.013,0.004,4.144,
0.016,0.005,4.144,
0.015,0.006,4.144,
0.016,0.008,4.144,
0.015,0.006,4.144,
0.013,0.007,4.144,
0.014,0.006,4.144,
0.015,0.003,4.144,
0.017,0.006,4.144,
0.014,0.007,4.144,
0.013,0.007,4.144,
0.014,0.007,4.144,
0.012,0.008,4.144,
0.017,0.007,4.144,
0.017,0.006,4.144,
0.015,0.005,4.144,
0.014,0.006,4.144,
0.012,0.007,4.144,
0.014,0.005,4.144,
0.013,0.007,4.144,
0.017,0.008,4.144,
0.014,0.007,4.144,
0.014,0.008,4.144,
0.015,0.007,4.144,
0.015,0.008,4.144,
0.015,0.006,4.144,
0.012,0.008,4.144,
0.015,0.008,4.144,
0.016,0.009,4.144,
0.015,0.004,4.144,
0.014,0.007,4.144,
0.078,0.007,4.144,
0.013,0.056,4.144,
0.016,0.006,4.144,
0.016,0.006,4.144,
0.016,0.007,4.144,
0.017,0.006,4.144,
0.015,0.007,4.144,
0.015,0.007,4.144,
0.014,0.006,4.144,
0.015,0.005,4.144,
0.014,0.008,4.144,
0.016,0.007,4.144,
0.016,0.007,4.144,
0.013,0.004,4.144,
0.014,0.006,4.144,
0.015,0.004,4.144,
0.015,0.008,4.144,
0.015,0.006,4.144,
0.015,0.007,4.144,
0.014,0.007,4.144,
0.015,0.006,4.144,
0.015,0.005,4.144,
0.014,0.007,4.144,
0.014,0.005,4.144,
0.016,0.007,4.144,
0.014,0.009,4.144,
0.015,0.005,4.144,
0.014,0.005,4.144,
0.015,0.007,4.144,
0.014,0.005,4.144,
0.018,0.006,4.144,
0.014,0.007,4.144,
0.016,0.007,4.144,
0.013,0.006,4.144,
0.014,0.010,4.144,
0.016,0.008,4.144,
0.018,0.009,4.144,
0.012,0.008,4.144,
0.017,0.009,4.144,
0.014,0.008,4.144,
0.014,0.005,4.144,
0.012,0.007,4.144,
0.013,0.006,4.144,
0.013,0.008,4.144,
0.017,0.006,4.144,
0.014,0.006,4.144,
0.016,0.004,4.144,
0.012,0.008,4.144,
0.012,0.007,4.144,
0.012,0.008,4.144,
0.013,0.022,4.144,
0.014,0.004,4.144,
0.014,0.007,4.144,
0.013,0.007,4.144,
0.012,0.008,4.144,
0.014,0.007,4.144,
0.016,0.008,4.144,
0.012,0.006,4.144,
0.012,0.005,4.144,
0.013,0.005,4.144,
0.016,0.005,4.144,
0.014,0.007,4.144,
0.014,0.005,4.144,
0.013,0.007,4.144,
0.012,0.005,4.144,
0.015,0.008,4.144,
0.014,0.006,4.144,
0.014,0.006,4.144,
0.015,0.006,4.144,
0.011,0.007,4.144,
0.013,0.006,4.144,
0.014,0.007,4.144,
0.012,0.008,4.144,
0.014,0.008,4.144,
0.012,0.008,4.144,
0.014,0.018,4.144,
0.015,0.008,4.144,
0.013,0.006,4.144,
0.015,0.004,4.144,
0.016,0.007,4.144,
0.015,0.008,4.144,
0.016,0.005,4.144,
0.017,0.007,4.144,
0.016,0.006,4.144,
0.017,0.006,4.144,
0.012,0.007,4.144,
0.012,0.005,4.144,
0.012,0.006,4.144,
0.014,0.007,4.144,
0.016,0.007,4.144,
0.013,0.006,4.144,
0.013,0.008,4.144,
0.015,0.007,4.144,
0.013,0.007,4.144,
0.014,0.009,4.144,
0.014,0.007,4.144,
0.018,0.006,4.144,
0.016,0.006,4.144,
0.053,0.009,4.144,
0.019,0.003,4.144,
0.013,0.006,4.144,
0.015,0.008,4.144,
0.012,0.007,4.144,
0.013,0.009,4.144,
0.014,0.007,4.144,
0.014,0.007,4.144,
0.016,0.006,4.144,
0.016,0.008,4.144,
0.013,0.007,4.144,
0.015,0.008,4.144,
0.017,0.007,4.144,
0.015,0.006,4.144,
0.014,0.007,4.144,
0.011,0.004,4.144,
0.015,0.008,4.144,
0.015,0.008,4.144,
0.013,0.007,4.144,
0.015,0.007,4.144,
0.019,0.007,4.144,
0.015,0.007,4.144,
0.014,0.005,4.144,
0.017,0.008,4.144,
0.017,0.007,4.144,
0.025,0.007,4.144,
0.017,0.008,4.144,
0.017,0.007,4.144,
0.017,0.007,4.144,
0.016,0.007,4.144,
0.015,0.007,4.144,
0.024,0.007,4.144,
0.019,0.006,4.144,
0.015,0.004,4.144,
0.019,0.006,4.144,
0.016,0.007,4.144,
0.016,0.008,4.144,
0.015,0.006,4.144,
0.018,0.007,4.144,
0.020,0.008,4.144,
0.021,0.007,4.144,
0.015,0.006,4.144,
0.020,0.007,4.144,
0.018,0.005,4.144,
0.013,0.006,4.144,
0.018,0.004,4.144,
0.016,0.007,4.144,
0.017,0.006,4.144,
0.032,0.006,4.144,
0.017,0.006,4.144,
0.019,0.007,4.144,
0.015,0.007,4.144,
0.014,0.004,4.144,
0.022,0.005,4.144,
0.019,0.006,4.144,
0.016,0.007,4.144,
0.020,0.008,4.144,
0.014,0.008,4.144,
0.016,0.006,4.144,
0.017,0.007,4.144,
0.018,0.007,4.144,
0.022,0.006,4.144,
0.019,0.006,4.144,
0.015,0.007,4.144,
0.019,0.006,4.144,
0.018,0.006,4.144,
0.013,0.006,4.144,
0.016,0.006,4.144,
0.017,0.006,4.144,
0.013,0.007,4.144,
0.017,0.007,4.144,
0.017,0.008,4.144,
0.023,0.005,4.144,
0.022,0.007,4.144,
0.018,0.004,4.144,
0.016,0.005,4.144,
0.019,0.006,4.144,
0.014,0.008,4.144,
0.019,0.007,4.144,
0.017,0.004,4.144,
0.016,0.007,4.144,
0.016,0.006,4.144,
0.021,0.004,4.144,
0.019,0.006,4.144,
0.016,0.006,4.144,
0.017,0.008,4.144,
0.018,0.006,4.144,
0.019,0.007,4.144,
0.019,0.006,4.144,
0.021,0.007,4.144,
0.019,0.006,4.144,
0.013,0.006,4.144,
0.017,0.007,4.144,
0.015,0.045,4.144,
0.021,0.006,4.144,
0.020,0.006,4.144,
0.020,0.007,4.144,
0.022,0.007,4.144,
0.020,0.007,4.144,
0.016,0.011,4.144,
0.018,0.013,4.144,
0.015,0.007,4.144,
0.018,0.007,4.144,
0.017,0.006,4.144,
0.017,0.007,4.144,
0.017,0.008,4.144,
0.017,0.007,4.144,
0.022,0.004,4.144,
0.020,0.006,4.144,
0.014,0.005,4.144,
0.018,0.009,4.144,
0.017,0.007,4.144,
0.014,0.006,4.144,
0.015,0.004,4.144,
0.018,0.018,4.144,
0.022,0.007,4.144,
0.023,0.008,4.144,
0.015,0.007,4.144,
0.011,0.009,4.144,
0.014,0.007,4.144,
0.012,0.005,4.144,
0.014,0.005,4.144,
0.011,0.007,4.144,
0.013,0.007,4.144,
0.014,0.008,4.144,
0.013,0.006,4.144,
0.012,0.007,4.144,
0.013,0.007,4.144,
0.013,0.005,4.144,
0.012,0.006,4.144,
0.012,0.007,4.144,
0.014,0.008,4.144,
0.011,0.008,4.144,
0.013,0.007,4.144,
0.012,0.006,4.144,
0.015,0.005,4.144,
0.013,0.006,4.144,
0.015,0.007,4.144,
0.011,0.008,4.144,
0.012,0.008,4.144,
0.013,0.015,4.144,
0.013,0.008,4.144,
0.013,0.007,4.144,
0.015,0.007,4.144,
0.012,0.008,4.144,
0.013,0.007,4.144,
0.013,0.008,4.144,
0.014,0.006,4.144,
0.013,0.007,4.144,
0.013,0.005,4.144,
0.014,0.007,4.144,
0.011,0.007,4.144,
0.014,0.006,4.144,
0.012,0.006,4.144,
0.013,0.006,4.144,
0.015,0.005,4.144,
0.014,0.004,4.144,
0.013,0.008,4.144,
0.014,0.006,4.144,
0.013,0.005,4.144,
0.013,0.004,4.144,
0.014,0.008,4.144,
0.012,0.004,4.144,
0.013,0.007,4.144,
0.014,0.008,4.144,
0.018,0.006,4.144,
0.017,0.005,4.144,
0.025,0.007,4.144,
0.016,0.006,4.144,
0.012,0.007,4.144,
0.013,0.007,4.144,
0.021,0.007,4.144,
0.011,0.007,4.144,
0.013,0.008,4.144,
0.019,0.008,4.144,
0.016,0.006,4.144,
0.018,0.008,4.144,
0.018,0.007,4.144,
0.016,0.005,4.144,
0.015,0.006,4.144,
0.021,0.007,4.144,
0.014,0.006,4.144,
0.021,0.009,4.144,
0.020,0.005,4.144,
0.019,0.008,4.144,
0.018,0.007,4.144,
0.018,0.008,4.144,
0.016,0.007,4.144,
0.019,0.007,4.144,
0.017,0.003,4.144,
0.034,0.005,4.144,
0.083,0.009,4.144,
0.018,0.006,4.144,
0.019,0.006,4.144,
0.017,0.006,4.144,
0.015,0.006,4.144,
0.020,0.006,4.144,
0.017,0.004,4.144,
0.021,0.007,4.144,
0.021,0.005,4.144,
0.014,0.007,4.144,
0.017,0.007,4.144,
0.015,0.006,4.144,
0.019,0.006,4.144,
0.020,0.003,4.144,
0.018,0.005,4.144,
0.015,0.007,4.144,
0.016,0.007,4.144,
0.016,0.007,4.144,
0.021,0.005,4.144,
0.033,0.007,4.144,
0.018,0.006,4.144,
0.013,0.005,4.144,
0.015,0.007,4.144,
0.017,0.009,4.144,
0.013,0.006,4.144,
0.016,0.008,4.144,
0.015,0.007,4.144,
0.018,0.008,4.144,
0.020,0.005,4.144,
0.015,0.007,4.144,
0.016,0.006,4.144,
0.019,0.007,4.144,
0.018,0.007,4.144,
0.016,0.006,4.144,
0.019,0.006,4.144,
0.020,0.007,4.144,
0.018,0.006,4.144,
0.018,0.006,4.144,
0.016,0.008,4.144,
0.020,0.007,4.144,
0.017,0.006,4.144,
0.018,0.008,4.144,
0.018,0.008,4.144,
0.021,0.008,4.144,
0.020,0.006,4.144,
0.017,0.007,4.144,
0.018,0.006,4.144,
0.019,0.009,4.144,
0.020,0.006,4.144,
0.018,0.006,4.144,
0.019,0.007,4.144,
0.017,0.006,4.144,
0.017,0.007,4.144,
0.017,0.008,4.144,
0.017,0.007,4.144,
0.015,0.005,4.144,
0.016,0.007,4.144,
0.016,0.007,4.144,
0.018,0.008,4.144,
0.014,0.008,4.144,
0.014,0.007,4.144,
0.013,0.005,4.144,
0.013,0.007,4.144,
0.013,0.006,4.144,
0.013,0.008,4.144,
0.014,0.007,4.144,
0.012,0.018,4.144,
0.015,0.004,4.144,
0.014,0.006,4.144,
0.013,0.008,4.144,
0.014,0.007,4.144,
0.011,0.006,4.144,
0.012,0.007,4.144,
0.013,0.007,4.144,
0.013,0.007,4.144,
0.013,0.006,4.144,
0.012,0.010,4.144,
0.021,0.008,4.144,
0.014,0.008,4.144,
0.014,0.008,4.144,
0.011,0.006,4.144,
0.013,0.004,4.144,
0.013,0.007,4.144,
0.012,0.005,4.144,
0.013,0.004,4.144,
0.013,0.007,4.144,
0.014,0.005,4.144,
0.013,0.005,4.144,
0.012,0.006,4.144,
0.013,0.005,4.144,
0.015,0.005,4.144,
0.015,0.006,4.144,
0.013,0.007,4.144,
0.033,0.005,4.144,
0.014,0.006,4.144,
0.023,0.006,4.144,
0.019,0.007,4.144,
0.018,0.005,4.144,
0.022,0.006,4.144,
0.022,0.007,4.144,
0.021,0.007,4.144,
0.022,0.007,4.144,
0.021,0.007,4.144,
0.022,0.009,4.144,
0.021,0.007,4.144,
0.020,0.008,4.144,
0.027,0.008,4.144,
0.021,0.006,4.144,
0.020,0.006,4.144,
0.021,0.007,4.144,
0.022,0.006,4.144,
0.018,0.008,4.144,
0.037,0.005,4.144,
0.020,0.008,4.144,
0.016,0.007,4.144,
0.021,0.007,4.144,
0.023,0.008,4.144,
0.018,0.005,4.144,
0.019,0.009,4.144,
0.017,0.005,4.144,
0.020,0.007,4.144,
0.022,0.009,4.144,
0.022,0.005,4.144,
0.021,0.007,4.144,
0.020,0.006,4.144,
0.021,0.008,4.144,
0.027,0.007,4.144,
0.022,0.007,4.144,
0.013,0.007,4.144,
0.015,0.007,4.144,
0.021,0.008,4.144,
0.019,0.006,4.144,
0.017,0.008,4.144,
0.031,0.005,4.144,
0.016,0.006,4.144,
0.019,0.006,4.144,
0.018,0.007,4.144,
0.018,0.007,4.144,
0.018,0.007,4.144,
0.017,0.007,4.144,
0.017,0.007,4.144,
0.018,0.006,4.144,
0.014,0.006,4.144,
0.017,0.007,4.144,
0.019,0.007,4.144,
0.015,0.008,4.144,
0.017,0.007,4.144,
0.021,0.008,4.144,
0.017,0.007,4.144,
0.022,0.008,4.144,
0.019,0.005,4.144,
0.022,0.005,4.144,
0.020,0.008,4.144,
0.017,0.008,4.144,
0.020,0.008,4.144,
0.015,0.005,4.144,
0.023,0.008,4.144,
0.014,0.007,4.144,
0.014,0.006,4.144,
0.013,0.007,4.144,
0.013,0.007,4.144,
0.013,0.005,4.144,
0.011,0.007,4.144,
0.012,0.007,4.144,
0.012,0.004,4.144,
0.014,0.007,4.144,
0.011,0.007,4.144,
0.015,0.007,4.144,
0.011,0.005,4.144,
0.012,0.004,4.144,
0.012,0.005,4.144,
0.013,0.006,4.144,
0.013,0.008,4.144,
0.013,0.007,4.144,
0.012,0.006,4.144,
0.012,0.005,4.144,
0.014,0.007,4.144,
0.012,0.004,4.144,
0.010,0.004,4.144,
0.012,0.007,4.144,
0.013,0.009,4.144,
0.010,0.006,4.144,
0.012,0.005,4.144,
0.011,0.007,4.144,
0.026,0.006,4.144,
0.013,0.004,4.144,
0.013,0.007,4.144,
0.016,0.007,4.144,
0.013,0.007,4.144,
0.013,0.007,4.144,
0.013,0.009,4.144,
0.014,0.005,4.144,
0.012,0.007,4.144,
0.013,0.007,4.144,
0.013,0.005,4.144,
0.013,0.007,4.144,
0.015,0.008,4.144,
0.011,0.007,4.144,
0.013,0.007,4.144,
0.012,0.007,4.144,
0.014,0.004,4.144,
0.012,0.006,4.144,
0.013,0.006,4.144,
0.015,0.005,4.144,
0.011,0.007,4.144,
0.014,0.007,4.144,
0.013,0.005,4.144,
0.015,0.007,4.144,
0.012,0.007,4.144,
0.014,0.006,4.144,
0.013,0.006,4.144,
0.011,0.007,4.144,
0.011,0.007,4.144,
0.011,0.007,4.144,
0.014,0.007,4.144,
0.013,0.006,4.144,
0.012,0.004,4.144,
0.012,0.007,4.144,
0.014,0.007,4.144,
0.012,0.006,4.144,
0.012,0.004,4.144,
0.014,0.006,4.144,
0.014,0.005,4.144,
0.012,0.005,4.144,
0.011,0.008,4.144,
0.012,0.006,4.144,
0.010,0.005,4.144,
0.012,0.005,4.144,
0.013,0.006,4.144,
0.013,0.006,4.144,
0.013,0.005,4.144,
0.013,0.008,4.144,
0.013,0.004,4.144,
0.012,0.007,4.144,
0.011,0.008,4.144,
0.013,0.007,4.144,
0.012,0.007,4.144,
0.015,0.008,4.144,
0.012,0.007,4.144,
0.013,0.007,4.144,
0.014,0.008,4.144,
0.013,0.008,4.144,
0.013,0.007,4.144,
0.014,0.004,4.144,
0.013,0.006,4.144,
0.014,0.007,4.144,
0.014,0.005,4.144,
0.011,0.005,4.144,
0.012,0.007,4.144,
0.015,0.008,4.144,
0.012,0.011,4.144,
0.012,0.008,4.144,
0.013,0.007,4.144,
0.015,0.007,4.144,
0.017,0.007,4.144,
0.015,0.008,4.144,
0.016,0.005,4.144,
0.016,0.006,4.144,
0.014,0.005,4.144,
0.014,0.007,4.144,
0.014,0.007,4.144,
0.013,0.006,4.144,
0.011,0.007,4.144,
0.014,0.007,4.144,
0.014,0.007,4.144,
0.016,0.007,4.144,
0.016,0.006,4.144,
0.015,0.006,4.144,
0.016,0.004,4.144,
0.014,0.007,4.144,
0.016,0.007,4.144,
0.014,0.005,4.144,
0.013,0.009,4.144,
0.013,0.006,4.144,
0.012,0.007,4.144,
0.012,0.008,4.144,
0.014,0.007,4.144,
0.013,0.008,4.144,
0.014,0.005,4.144,
0.015,0.004,4.144,
0.012,0.006,4.144,
0.014,0.006,4.144,
0.013,0.007,4.144,
0.014,0.009,4.144,
0.013,0.007,4.144,
0.013,0.007,4.144,
0.012,0.004,4.144,
0.014,0.007,4.144,
0.012,0.008,4.144,
0.013,0.004,4.144,
0.013,0.007,4.144,
0.013,0.008,4.144,
0.014,0.007,4.144,
0.013,0.005,4.144,
0.012,0.005,4.144,
0.014,0.007,4.144,
0.013,0.007,4.144,
0.013,0.008,4.144,
0.010,0.006,4.144,
0.014,0.008,4.144,
0.013,0.006,4.144,
0.014,0.006,4.144,
0.015,0.007,4.144,
0.017,0.007,4.144,
0.014,0.008,4.144,
0.010,0.007,4.144,
0.013,0.005,4.144,
0.013,0.007,4.144,
0.013,0.008,4.144,
0.014,0.007,4.144,
0.010,0.006,4.144,
0.010,0.007,4.144,
0.013,0.015,4.144,
0.013,0.007,4.144,
0.014,0.007,4.144,
0.013,0.007,4.144,
0.011,0.008,4.144,
0.012,0.007,4.144,
0.011,0.007,4.144,
0.014,0.006,4.144,
0.015,0.006,4.144,
0.013,0.007,4.144,
0.013,0.005,4.144,
0.013,0.007,4.144,
0.012,0.007,4.144,
0.014,0.003,4.144,
0.011,0.006,4.144,
0.011,0.005,4.144,
0.012,0.004,4.144,
0.011,0.003,4.144,
0.014,0.007,4.144,
0.013,0.008,4.144,
0.012,0.007,4.144,
0.012,0.007,4.144,
0.011,0.004,4.144,
0.014,0.007,4.144,
0.013,0.005,4.144,
0.013,0.004,4.144,
0.015,0.007,4.144,
0.013,0.017,4.144,
0.014,0.006,4.144,
0.015,0.006,4.144,
0.015,0.006,4.144,
0.016,0.007,4.144,
0.015,0.005,4.144,
0.014,0.007,4.144,
0.013,0.007,4.144,
0.013,0.005,4.144,
0.011,0.008,4.144,
0.013,0.006,4.144,
0.013,0.007,4.144,
0.013,0.006,4.144,
0.012,0.007,4.144,
0.014,0.007,4.144,
0.013,0.005,4.144,
0.013,0.007,4.144,
0.012,0.007,4.144,
0.014,0.008,4.144,
0.013,0.008,4.144,
0.013,0.007,4.144,
0.014,0.008,4.144,
0.012,0.005,4.144,
0.012,0.008,4.144,
0.013,0.005,4.144,
0.014,0.004,4.144,
0.013,0.007,4.144,
0.013,0.008,4.144,
0.014,0.018,4.144,
0.012,0.005,4.144,
0.015,0.008,4.144,
0.013,0.007,4.144,
0.013,0.006,4.144,
0.013,0.007,4.144,
0.013,0.006,4.144,
0.014,0.004,4.144,
0.014,0.003,4.144,
0.013,0.008,4.144,
0.014,0.004,4.144,
0.029,0.007,4.144,
0.016,0.006,4.144,
0.012,0.007,4.144,
0.013,0.007,4.144,
0.015,0.008,4.144,
0.014,0.007,4.144,
0.013,0.006,4.144,
0.013,0.008,4.144,
0.015,0.006,4.144,
0.012,0.006,4.144,
0.014,0.004,4.144,
0.016,0.006,4.144,
0.012,0.005,4.144,
0.016,0.004,4.144,
0.014,0.007,4.144,
0.016,0.007,4.144,
0.013,0.006,4.144,
0.016,0.008,4.144,
0.011,0.007,4.144,
0.013,0.007,4.144,
0.015,0.006,4.144,
0.018,0.009,4.144,
0.014,0.008,4.144,
0.014,0.007,4.144,
0.014,0.007,4.144,
0.026,0.007,4.144,
0.015,0.005,4.144,
0.014,0.005,4.144,
0.016,0.009,4.144,
0.015,0.004,4.144,
0.013,0.007,4.144,
0.014,0.008,4.144,
0.015,0.008,4.144,
0.015,0.007,4.144,
0.014,0.004,4.144,
0.013,0.006,4.144,
0.015,0.004,4.144,
0.024,0.006,4.144,
0.015,0.004,4.144,
0.015,0.006,4.144,
0.013,0.005,4.144,
0.014,0.007,4.144,
0.017,0.007,4.144,
0.013,0.007,4.144,
0.012,0.004,4.144,
0.014,0.004,4.144,
0.015,0.008,4.144,
0.015,0.006,4.144,
0.015,0.008,4.144,
0.025,0.008,4.144,
0.017,0.007,4.144,
0.016,0.006,4.144,
0.014,0.007,4.144,
0.017,0.007,4.144,
0.016,0.007,4.144,
0.014,0.004,4.144,
0.012,0.007,4.144,
0.015,0.007,4.144,
0.013,0.007,4.144,
0.015,0.004,4.144,
0.015,0.007,4.144,
0.019,0.007,4.144,
0.018,0.008,4.144,
0.022,0.009,4.144,
0.020,0.007,4.144,
0.018,0.006,4.144,
0.021,0.009,4.144,
0.018,0.010,4.144,
0.017,0.008,4.144,
0.017,0.007,4.144,
0.026,0.008,4.144,
0.019,0.005,4.144,
0.023,0.006,4.144,
0.018,0.004,4.144,
0.018,0.007,4.144,
0.016,0.007,4.144,
0.018,0.005,4.144,
0.019,0.007,4.144,
0.019,0.007,4.144,
0.018,0.007,4.144,
0.018,0.005,4.144,
0.056,0.008,4.144,
0.018,0.005,4.144,
0.059,0.007,4.144,
0.022,0.006,4.144,
0.019,0.009,4.144,
0.020,0.007,4.144,
0.020,0.008,4.144,
0.014,0.007,4.144,
0.017,0.007,4.144,
0.024,0.008,4.144,
0.021,0.006,4.144,
0.019,0.007,4.144,
0.015,0.007,4.144,
0.017,0.004,4.144,
0.018,0.006,4.144,
0.022,0.007,4.144,
0.019,0.008,4.144,
0.013,0.007,4.144,
0.015,0.007,4.144,
0.028,0.008,4.144,
0.023,0.010,4.144,
0.020,0.009,4.144,
0.017,0.006,4.144,
0.016,0.003,4.144,
0.021,0.006,4.144,
0.020,0.006,4.144,
0.018,0.005,4.144,
0.018,0.006,4.144,
0.014,0.005,4.144,
0.022,0.005,4.144,
0.018,0.003,4.144,
0.018,0.007,4.144,
0.015,0.007,4.144,
0.019,0.008,4.144,
0.022,0.009,4.144,
0.019,0.007,4.144,
0.019,0.006,4.144,
0.021,0.008,4.144,
0.015,0.005,4.144,
0.020,0.007,4.144,
0.018,0.008,4.144,
0.018,0.007,4.144,
0.020,0.008,4.144,
0.016,0.009,4.144,
0.015,0.007,4.144,
0.018,0.008,4.144,
0.020,0.004,4.144,
0.019,0.006,4.144,
0.016,0.006,4.144,
0.018,0.006,4.144,
0.024,0.007,4.144,
0.018,0.007,4.144,
0.020,0.003,4.144,
0.021,0.005,4.144,
0.018,0.008,4.144,
0.015,0.007,4.144,
0.018,0.009,4.144,
0.020,0.006,4.144,
0.017,0.006,4.144,
0.020,0.006,4.144,
0.019,0.006,4.144,
0.020,0.006,4.144,
0.017,0.006,4.144,
0.019,0.006,4.144,
0.019,0.008,4.144,
0.016,0.006,4.144,
0.020,0.007,4.144,
0.017,0.007,4.144,
0.018,0.004,4.144,
0.014,0.005,4.144,
0.012,0.006,4.144,
0.012,0.008,4.144,
0.010,0.006,4.144,
0.012,0.007,4.144,
0.013,0.007,4.144,
0.014,0.008,4.144,
0.013,0.006,4.144,
0.013,0.007,4.144,
0.012,0.007,4.144,
0.012,0.007,4.144,
0.012,0.003,4.144,
0.013,0.007,4.144,
0.014,0.007,4.144,
0.013,0.006,4.144,
0.014,0.021,4.144,
0.038,0.033,4.144,
0.011,0.004,4.144,
0.014,0.004,4.144,
0.013,0.007,4.144,
0.013,0.006,4.144,
0.013,0.006,4.144,
0.013,0.006,4.144,
0.012,0.005,4.144,
0.013,0.007,4.144,
0.013,0.030,4.144,
0.013,0.006,4.144,
0.014,0.009,4.144,
0.013,0.005,4.144,
0.014,0.004,4.144,
0.012,0.005,4.144,
0.015,0.006,4.144,
0.013,0.007,4.144,
0.012,0.007,4.144,
0.013,0.008,4.144,
0.013,0.004,4.144,
0.012,0.006,4.144,
0.013,0.017,4.144,
0.018,0.006,4.144,
0.018,0.007,4.144,
0.015,0.007,4.144,
0.013,0.007,4.144,
0.017,0.005,4.144,
0.015,0.008,4.144,
0.015,0.007,4.144,
0.019,0.008,4.144,
0.018,0.008,4.144,
0.018,0.006,4.144,
0.017,0.007,4.144,
0.020,0.008,4.144,
0.018,0.007,4.144,
0.014,0.005,4.144,
0.016,0.008,4.144,
0.016,0.005,4.144,
0.016,0.007,4.144,
0.019,0.006,4.144,
0.014,0.007,4.144,
0.021,0.008,4.144,
0.018,0.007,4.144,
0.026,0.008,4.144,
0.018,0.006,4.144,
0.021,0.009,4.144,
0.020,0.005,4.144,
0.023,0.008,4.144,
0.019,0.003,4.144,
0.020,0.007,4.144,
0.017,0.008,4.144,
0.017,0.007,4.144,
0.014,0.010,4.144,
0.019,0.006,4.144,
0.017,0.007,4.144,
0.016,0.007,4.144,
0.017,0.008,4.144,
0.020,0.007,4.144,
0.021,0.006,4.144,
0.022,0.007,4.144,
0.019,0.006,4.144,
0.016,0.005,4.144,
0.019,0.006,4.144,
0.030,0.008,4.144,
0.019,0.006,4.144,
0.018,0.004,4.144,
0.017,0.006,4.144,
0.015,0.008,4.144,
0.017,0.007,4.144,
0.015,0.006,4.144,
0.013,0.007,4.144,
0.014,0.008,4.144,
0.016,0.008,4.144,
0.019,0.006,4.144,
0.017,0.007,4.144,
0.015,0.008,4.144,
0.018,0.006,4.144,
0.017,0.006,4.144,
0.018,0.007,4.144,
0.020,0.005,4.144,
0.019,0.008,4.144,
0.017,0.004,4.144,
0.017,0.007,4.144,
0.039,0.031,4.144,
0.019,0.007,4.144,
0.017,0.008,4.144,
0.120,0.007,4.144,
0.019,0.007,4.144,
0.020,0.007,4.144,
0.017,0.005,4.144,
0.021,0.005,4.144,
0.022,0.006,4.144,
0.020,0.007,4.144,
0.021,0.007,4.144,
0.020,0.007,4.144,
0.020,0.007,4.144,
0.020,0.005,4.144,
0.016,0.004,4.144,
0.013,0.004,4.144,
0.013,0.008,4.144,
0.012,0.006,4.144,
0.011,0.007,4.144,
0.011,0.007,4.144,
0.013,0.006,4.144,
0.012,0.007,4.144,
0.013,0.007,4.144,
0.013,0.005,4.144,
0.013,0.007,4.144,
0.013,0.005,4.144,
0.012,0.003,4.144,
0.013,0.008,4.144,
0.010,0.006,4.144,
0.013,0.006,4.144,
0.011,0.016,4.144,
0.015,0.007,4.144,
0.014,0.008,4.144,
0.012,0.006,4.144,
0.015,0.006,4.144,
0.012,0.007,4.144,
0.012,0.007,4.144,
0.014,0.008,4.144,
0.013,0.003,4.144,
0.011,0.008,4.144,
0.014,0.007,4.144,
0.015,0.006,4.144,
0.013,0.007,4.144,
0.013,0.006,4.144,
0.012,0.006,4.144,
0.012,0.006,4.144,
0.015,0.007,4.144,
0.014,0.007,4.144,
0.013,0.006,4.144,
0.013,0.006,4.144,
0.014,0.008,4.144,
0.014,0.007,4.144,
0.013,0.005,4.144,
0.014,0.008,4.144,
0.014,0.006,4.144,
0.012,0.007,4.144,
0.015,0.006,4.144,
0.011,0.006,4.144,
0.014,0.006,4.144,
0.014,0.007,4.144,
0.014,0.006,4.144,
0.013,0.006,4.144,
0.013,0.008,4.144,
0.011,0.007,4.144,
0.014,0.007,4.144,
0.013,0.008,4.144,
0.013,0.008,4.144,
0.013,0.005,4.144,
